a,b,country_a,country_b,same_country,n_coop_partners,score_coop_partners,n_adversaries,score_adversaries,coop_partners,adversaries
El Forastero Motorcycle Club,Warlocks MC,United States,,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Almighty Saints,Spanish Gangster Disciples,United States,United States,True,1,1,2,2,['Latin Kings'],"['Latin Kings', 'Maniac Latin Disciples']"
Los Rojos,Los Viagras,Mexico,Mexico,True,1,1,2,2,['Sinaloa Cartel'],"['Cártel de Jalisco Nueva Generación', 'Guerreros Unidos']"
Almighty Black P. Stone Nation,Pirus,United States,United States,True,1,1,1,2,['Bloods'],['Crips']
Los Ardillos,Tijuana Cartel,Mexico,Mexico,True,2,2,1,1,"['Beltrán-Leyva Organization', 'Guerreros Unidos']",['Cártel de Jalisco Nueva Generación']
Cártel del Noreste,Los Talibanes,Mexico,Mexico,True,1,1,1,2,['Gulf Cartel'],['Cártel de Jalisco Nueva Generación']
Gulf Cartel,Paulino Castillo Organization,Mexico,,,1,2,1,1,['Martinez Familia Sangeros'],['Martinez Familia Sangeros']
Cárteles Unidos,Los Rojos,Mexico,Mexico,True,1,1,2,2,['Sinaloa Cartel'],"['Beltrán-Leyva Organization', 'Cártel de Jalisco Nueva Generación']"
Ejército Revolucionario Popular Antisubversivo de Colombia,Tren de Aragua,Colombia,Venezuela,False,1,1,2,2,['Clan del Golfo'],"['Clan del Golfo', 'National Liberation Army (Colombia)']"
Rock Machine Motorcycle Club,Sons of Satan Motorcycle Club,Canada,United States,False,1,1,1,2,"[""Pagan's Motorcycle Club""]",['Hells Angels Motorcycle Club']
Los Metros,South Pacific Cartel,Mexico,Mexico,True,1,1,2,2,['Los Zetas'],"['Gulf Cartel', 'Sinaloa Cartel']"
Amirante clan,Vollaro clan,,Italy,,1,2,1,1,"[""'Ndrina Giuliano""]",['Clan Mazzarella']
Cártel de Colima,Los Mexicles,Mexico,Mexico,True,2,2,1,1,"['Cártel de Jalisco Nueva Generación', 'Sinaloa Cartel']",['Juárez Cartel']
Boko Haram,Houthis,Nigeria,Yemen,False,2,2,1,1,"['Al-Qaeda', 'Al-Shabaab']",['Islamic State']
Mongols MC,Philadelphia crime family,United States,United States,True,2,2,1,1,"['Nazi Lowriders', ""Pagan's Motorcycle Club""]",['Hells Angels Motorcycle Club']
Aryan Nations,Nazi Lowriders,United States,United States,True,1,2,1,1,['Aryan Brotherhood'],['Big Circle Gang']
Galloping Goose Motorcycle Club,Red Devils Motorcycle Club,United States,Sweden,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Commisso 'ndrina,United Nations (gang),Italy,Canada,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Independent Soldiers']
Dirty Dozen Motorcycle Club,Outlaws Motorcycle Club,United States,United States,True,1,1,1,2,['Loners Motorcycle Club'],['Mongols MC']
Clan Mazzarella,Sicilian Mafia,Italy,Italy,True,2,2,1,1,"[""'Ndrangheta"", 'Nuova Famiglia']",['Nuova Camorra Organizzata']
Asian Boyz,Norteños,United States,United States,True,1,1,2,2,['Crips'],"['Fresno Bulldogs', 'Tiny Rascal Gang']"
Alfieri clan,Camorra,Italy,Italy,True,2,2,1,1,"['Clan Cappello', 'Corleonesi']",['Nuova Camorra Organizzata']
Philadelphia crime family,Vagos Motorcycle Club,United States,United States,True,2,2,1,1,"['Aryan Brotherhood', 'Nazi Lowriders']",['Hells Angels Motorcycle Club']
El Forastero Motorcycle Club,Loners Motorcycle Club,United States,Canada,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Buffalo crime family,Wolfpack Alliance,United States,Canada,False,1,2,1,1,['Hells Angels Motorcycle Club'],['Siderno Group']
Amal Movement,Hamas,,Palestine,,1,1,2,2,['Hezbollah'],"['Hezbollah', 'Islamic State']"
Bandidos Motorcycle Club,Palmers MC,United States,,,1,1,1,2,['Rock Machine Motorcycle Club'],['Rockers Motor Club']
Bandidos Motorcycle Club,El Forastero Motorcycle Club,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Artistas Asesinos,Cárteles Unidos,Mexico,Mexico,True,1,2,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Los Chapitos,Los Ciclones,Mexico,Mexico,True,1,1,2,2,['Cártel de Jalisco Nueva Generación'],"['Cártel del Noreste', 'Tijuana Cartel']"
Annihilators Motorcycle Club,Black Pistons Motorcycle Club,Canada,Germany,False,1,2,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Red Scorpions,Satan's Choice Motorcycle Club,Canada,Canada,True,1,2,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
'Ndrina Costa,'Ndrina Mancuso,Italy,Italy,True,2,2,1,1,"[""'Ndrina Mazzaferro"", ""'Ndrina Piromalli""]","[""Commisso 'ndrina""]"
Mexican Mafia,Sex Money Murder,United States,United States,True,1,1,2,2,['Mara Salvatrucha'],"['Black Guerrilla Family', 'Crips']"
Okaida,Sindicato do Crime do Rio Grande do Norte,,Brazil,,1,1,2,2,['Bonde dos 40'],"['Comando Vermelho', 'Primeiro Comando da Capital']"
Devils Diciples Motorcycle Club,Red Devils Motorcycle Club,United States,Sweden,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Guerreros Unidos,Los Lobos,Mexico,Ecuador,False,1,2,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Clan Matrone,Clan dei Casalesi,Italy,Italy,True,1,2,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Cártel de Caborca,Logan Heights Gang,Mexico,United States,False,1,1,1,2,['Tijuana Cartel'],['Sinaloa Cartel']
Artistas Asesinos,Los Zetas,Mexico,Mexico,True,1,1,2,2,['Sinaloa Cartel'],"['Cártel de Jalisco Nueva Generación', 'Juárez Cartel']"
Killer Beez,New Zealand Nomads,New Zealand,New Zealand,True,1,2,1,1,['Black Power (New Zealand gang)'],['Mongrel Mob']
Batavia Street Gang,Lenox Avenue Gang,United States,United States,True,1,2,1,1,['Eastman Gang'],['Five Points Gang']
Al-Shabaab,Tahrir al-Sham,Somalia,,,1,1,1,2,['Taliban'],['Islamic State']
'Ndrina Lo Giudice,'Ndrina Saraceno,Italy,,,2,2,1,1,"[""'Ndrina Condello"", ""'Ndrina Imerti""]","[""'Ndrina Barreca""]"
Grupo Flechas,Guerreros Unidos,Mexico,Mexico,True,1,1,1,2,['Los Zetas'],['Cártel de Jalisco Nueva Generación']
Black Guerrilla Family,Mongols MC,United States,United States,True,2,2,1,1,"['Norteños', 'Nuestra Familia']",['Mexican Mafia']
Al-Qaeda,Grey Wolves,Saudi Arabia,Turkey,False,1,1,2,2,['Turkistan Islamic Party'],"['Islamic State', ""Kurdistan Workers' Party""]"
Devil's Disciples Motorcycle Club (Canada),West End Gang,Canada,Canada,True,2,2,1,1,"['Rock Machine Motorcycle Club', ""Satan's Choice Motorcycle Club""]",['Dubois brothers']
Artistas Asesinos,Los Negros,Mexico,Mexico,True,1,2,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Morbids MC,Rock Machine Motorcycle Club,,Canada,,1,2,1,1,['Bandidos Motorcycle Club'],['Rebels Motorcycle Club']
Indian Posse,Rock Machine Motorcycle Club,Canada,Canada,True,1,2,1,1,['West End Gang'],['Hells Angels Motorcycle Club']
Los Choneros,Los Talibanes,Ecuador,Mexico,False,1,2,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Los Metros,Los Mexicles,Mexico,Mexico,True,1,2,1,1,['Cártel de Jalisco Nueva Generación'],['Gulf Cartel']
Independent Soldiers,Loners Motorcycle Club,Canada,Canada,True,1,2,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Amirante clan,Rinaldi clan,,Italy,,1,2,1,1,"[""'Ndrina Giuliano""]",['Clan Mazzarella']
Cártel del Noreste,Grupo Flechas,Mexico,Mexico,True,1,1,1,2,['La Mayiza'],['Cártel de Jalisco Nueva Generación']
Loners Motorcycle Club,Warlocks MC,Canada,,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
'Ndrina Bellocco,Società foggiana,Italy,Italy,True,2,2,1,1,"['Clan dei Casalesi', 'Sacra Corona Unita']",['Camorra']
Alfieri clan,Clan Lubrano-Ligato,Italy,Italy,True,2,2,1,1,"['Clan Nuvoletta', 'Corleonesi']",['Clan dei Casalesi']
Doghmush clan,Islamic State,Palestine,Iraq,False,1,1,1,2,['Al-Qaeda'],['Hamas']
Black Disciples,Bloods,United States,United States,True,1,1,1,2,['Black Guerrilla Family'],['Black Gangster Disciples Nation']
Bacon Brothers,Dhak-Duhre group,Canada,,,1,2,1,1,['United Nations (gang)'],['Wolfpack Alliance']
Armenian Power,Tijuana Cartel,United States,Mexico,False,1,2,1,1,['Mexican Mafia'],['Mara Salvatrucha']
El Forastero Motorcycle Club,Red Devils Motorcycle Club,United States,Sweden,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
American Mafia,Vollaro clan,United States,Italy,False,1,2,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Fuerza Anti-Unión,La Línea,Mexico,Mexico,True,1,2,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Loners Motorcycle Club,Original Red Devils Motorcycle Club,Canada,Canada,True,1,2,1,1,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Guerreros Unidos,Tren de Aragua,Mexico,Venezuela,False,1,1,1,2,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
National Liberation Army (Colombia),Peasant Self-Defenders of Córdoba and Urabá,Colombia,Colombia,True,1,1,2,2,['Cartel de Medellín'],"['Popular Liberation Army', 'Revolutionary Armed Forces of Colombia']"
Clan De Luca Bossa,Clan Licciardi,Italy,Italy,True,1,2,1,1,['Secondigliano Alliance'],['Clan Mazzarella']
Galloping Goose Motorcycle Club,Sons of Silence,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Gypsy Joker Motorcycle Club,Tribesmen Motorcycle Club,United States,New Zealand,False,1,1,2,2,['Rebels Motorcycle Club'],"['Hells Angels Motorcycle Club', 'Mongrel Mob']"
Clan Brunetti,Vollaro clan,,Italy,,1,2,1,1,"[""'Ndrina Giuliano""]",['Clan Mazzarella']
Black Power (New Zealand gang),Hells Angels Motorcycle Club,New Zealand,United States,False,1,1,1,2,['New Zealand Nomads'],['Mongrel Mob']
Galloping Goose Motorcycle Club,Warlocks MC,United States,,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Massa Carcerária,Tren de Aragua,Brazil,Venezuela,False,1,2,1,1,['Primeiro Comando da Capital'],['Comando Vermelho']
Cártel de Colima,Knights Templar Cartel,Mexico,Mexico,True,2,2,1,1,"['Cártel de Jalisco Nueva Generación', 'Sinaloa Cartel']",['Juárez Cartel']
Annihilators Motorcycle Club,Satan's Choice Motorcycle Club,Canada,Canada,True,1,2,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Cártel de Santa Rosa de Lima,Cártel del Noreste,Mexico,Mexico,True,1,1,1,2,['Gulf Cartel'],['Cártel de Jalisco Nueva Generación']
Nuova Camorra Organizzata,Nuova Famiglia Salentina,Italy,,,1,2,1,1,['Sacra Corona Unita'],['Sacra Corona Unita']
Gypsy Joker Motorcycle Club,Loners Motorcycle Club,United States,Canada,False,1,2,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Philadelphia crime family,Rock Machine Motorcycle Club,United States,Canada,False,1,2,1,1,"[""Pagan's Motorcycle Club""]",['Hells Angels Motorcycle Club']
Los Zetas,Martinez Familia Sangeros,Mexico,Puerto Rico,False,1,2,1,1,['Gulf Cartel'],['Gulf Cartel']
La Línea,Los Negros,Mexico,Mexico,True,1,1,1,2,['Los Zetas'],['Sinaloa Cartel']
La Nueva Familia Michoacana,Los Rojos,Mexico,Mexico,True,1,1,2,2,['Sinaloa Cartel'],"['Cártel de Jalisco Nueva Generación', 'Guerreros Unidos']"
Chiapas–Guatemala Cartel,Juárez Cartel,Mexico,Mexico,True,1,1,2,2,['Cártel de Jalisco Nueva Generación'],"['La Mayiza', 'Sinaloa Cartel']"
D.C. Blacks,Norteños,United States,United States,True,1,1,2,2,['Black Guerrilla Family'],"['Aryan Brotherhood', 'Nazi Lowriders']"
Devils Diciples Motorcycle Club,Sons of Silence,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Guardiões do Estado,Primeiro Grupo Catarinense,Brazil,Brazil,True,1,1,1,2,['Comando Vermelho'],['Primeiro Comando da Capital']
Alfieri clan,Clan Mazzarella,Italy,Italy,True,1,1,2,2,['Nuova Famiglia'],"['Clan Licciardi', 'Nuova Camorra Organizzata']"
La Línea,South Pacific Cartel,Mexico,Mexico,True,2,2,1,1,"['Beltrán-Leyva Organization', 'Los Zetas']",['Sinaloa Cartel']
Ambrose,Harrison Gents,,,,1,1,2,2,['Simon City Royals'],"['Maniac Latin Disciples', 'Spanish Gangster Disciples']"
Los Mazatlecos,Los Metros,Mexico,Mexico,True,1,1,2,2,['Los Zetas'],"['Gulf Cartel', 'Sinaloa Cartel']"
Hezbollah,Taliban,Lebanon,Afghanistan,False,1,1,1,2,['Al-Qaeda'],['Islamic State']
Norteños,Zoe Pound,United States,United States,True,2,2,1,1,"['Bloods', 'Crips']",['Mara Salvatrucha']
Mexican Mafia,Sons of Silence,United States,United States,True,1,2,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Devils Diciples Motorcycle Club,Warlocks MC,United States,,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Manitoba Warriors,Mexican Mafia,Canada,United States,False,1,2,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Dhak-Duhre group,Sinaloa Cartel,,Mexico,,1,2,1,1,['United Nations (gang)'],['Wolfpack Alliance']
Almighty Black P. Stone Nation,D.C. Blacks,United States,United States,True,1,1,1,2,['Black Guerrilla Family'],['Aryan Brotherhood']
Hell's Henchmen MC,Iron Horsemen Motorcycle Club,,United States,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
'Ndrina Procopio-Lentini,Novella,,,,2,2,1,1,"[""'Ndrina Sia"", ""'Ndrina Vallelunga""]","[""'Ndrina Gallace""]"
Almighty Vice Lord Nation,Trinitarios,United States,United States,True,1,1,2,2,['Bloods'],"['Black Gangster Disciples Nation', 'Crips']"
Crips,Mongols MC,United States,United States,True,2,2,1,1,"['Norteños', 'Nuestra Familia']",['Mexican Mafia']
Comanchero Motorcycle Club,Loners Motorcycle Club,Australia,Canada,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Aryan Brotherhood,Comanchero Motorcycle Club,United States,Australia,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Rockers Motor Club,White Boy Posse,Canada,Canada,True,1,2,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Gulf Cartel,Temple Street gang,Mexico,United States,False,2,2,1,1,"['Mara Salvatrucha', 'Mexican Mafia']",['18th Street Gang']
Clan Lubrano-Ligato,Nuova Famiglia,Italy,Italy,True,1,2,1,1,['Clan Nuvoletta'],['Clan dei Casalesi']
Devils Diciples Motorcycle Club,Mongols MC,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Armenian Power,Varrio Nuevo Estrada,United States,United States,True,1,1,1,2,['Mexican Mafia'],['White Fence']
Black Pistons Motorcycle Club,Breed Motorcycle Club,Germany,United States,False,1,2,1,1,['Outlaws Motorcycle Club'],['Hells Angels Motorcycle Club']
Bloods,Mongols MC,United States,United States,True,2,2,1,1,"['Norteños', 'Nuestra Familia']",['Mexican Mafia']
18th Street Gang,Los Rojos,United States,Mexico,False,1,1,2,2,['Mexican Mafia'],"['Los Negros', 'Mara Salvatrucha']"
Red Devils Motorcycle Club,White Boy Posse,Sweden,Canada,False,1,2,1,1,['Hells Angels Motorcycle Club'],['Bandidos Motorcycle Club']
Almighty Vice Lord Nation,Spanish Gangster Disciples,United States,United States,True,1,1,2,2,['Latin Kings'],"['Maniac Latin Disciples', 'Simon City Royals']"
Los Ardillos,Los Zetas,Mexico,Mexico,True,2,2,1,1,"['Beltrán-Leyva Organization', 'Guerreros Unidos']",['Cártel de Jalisco Nueva Generación']
14K,Crips,China,United States,False,2,2,1,1,"['Sinaloa Cartel', 'Tiny Rascal Gang']",['Big Circle Gang']
Clan Brunetti,Rinaldi clan,,Italy,,1,2,1,1,"[""'Ndrina Giuliano""]",['Clan Mazzarella']
Satan's Choice Motorcycle Club,Warlocks MC,Canada,,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Devils Diciples Motorcycle Club,Loners Motorcycle Club,United States,Canada,False,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Los Negros,Wolfpack Alliance,Mexico,Canada,False,1,2,1,1,['Sinaloa Cartel'],['Sinaloa Cartel']
O'Connell Guards,True Blue Americans,,,,2,2,1,1,"['Atlantic Guards', 'Bowery Boys']",['Dead Rabbits']
Guerreros Unidos,Los Mexicles,Mexico,Mexico,True,1,2,1,1,['Cártel de Jalisco Nueva Generación'],['Gulf Cartel']
Diablos Motorcycle Club,New Zealand Nomads,United States,New Zealand,False,2,2,1,1,"['Bandidos Motorcycle Club', 'Hells Angels Motorcycle Club']",['Hells Angels Motorcycle Club']
18th Street Gang,Los Mazatlecos,United States,Mexico,False,1,1,2,2,['Juárez Cartel'],"['Gulf Cartel', 'Sinaloa Cartel']"
Avenues,Mara Salvatrucha,United States,United States,True,1,1,1,2,['Sinaloa Cartel'],['18th Street Gang']
El Forastero Motorcycle Club,Sons of Silence,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Aryan Brotherhood,Bandidos Motorcycle Club,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Fuerza Anti-Unión,Los Metros,Mexico,Mexico,True,1,2,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Beltrán-Leyva Organization,Los Ciclones,Mexico,Mexico,True,1,1,1,2,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Al-Qaeda in the Islamic Maghreb,Houthis,Algeria,Yemen,False,2,2,1,1,"['Al-Qaeda in the Arabian Peninsula', 'Al-Shabaab']",['Islamic State']
Autodefensas Unidas de Colombia,Tren de Aragua,Colombia,Venezuela,False,1,1,1,2,"[""'Ndrangheta""]",['National Liberation Army (Colombia)']
Hell's Henchmen MC,Satan's Choice Motorcycle Club,,Canada,,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
East Harlem Purple Gang,Rizzuto crime family,United States,Canada,False,1,2,1,1,['Bonanno crime family'],['Bonanno crime family']
Clan Licciardi,Vollaro clan,Italy,Italy,True,2,2,1,1,"[""'Ndrina Giuliano"", 'Clan Nuvoletta']",['Clan Mazzarella']
Mexican Mafia,Satan's Choice Motorcycle Club,United States,Canada,False,1,2,1,1,['Hells Angels Motorcycle Club'],['Hells Angels Motorcycle Club']
Mickey Cobras,Native Mob,United States,United States,True,2,2,1,1,"['Almighty Vice Lord Nation', 'People Nation']",['Black Gangster Disciples Nation']
Gambino crime family,Philadelphia Greek Mob,United States,United States,True,1,2,1,1,['Philadelphia crime family'],['Philadelphia crime family']
Clan Gallo-Cavalieri,Clan dei Casalesi,Italy,Italy,True,1,2,1,1,['Nuova Famiglia'],['Clan Gionta']
Fuerza Anti-Unión,Los Lobos,Mexico,Ecuador,False,1,2,1,1,['Cártel de Jalisco Nueva Generación'],['Sinaloa Cartel']
Clan Licciardi,Clan Stabile,Italy,,,1,1,1,2,['Secondigliano Alliance'],['Lo Russo clan']
Playboys (gang),Temple Street gang,United States,United States,True,2,2,1,1,"['Mara Salvatrucha', 'Mexican Mafia']",['18th Street Gang']
'Ndrina Barbaro,'Ndrina Piromalli,Italy,Italy,True,2,2,1,1,"[""'Ndrina Mancuso"", ""'Ndrina Serraino""]","[""'Ndrina Mammoliti""]"
Juárez Cartel,Zetas Vieja Escuela,Mexico,Mexico,True,1,1,2,2,['Gulf Cartel'],"['Cártel de Jalisco Nueva Generación', 'Los Ciclones']"
Almighty Vice Lord Nation,Taylor Street Jousters,United States,United States,True,1,1,2,2,['Almighty Gaylords Nation'],"['Black Gangster Disciples Nation', 'Simon City Royals']"
Gremium Motorcycle Club,Outlaws Motorcycle Club,Germany,United States,False,1,1,1,2,['Rock Machine Motorcycle Club'],['Bandidos Motorcycle Club']
El Forastero Motorcycle Club,Mongols MC,United States,United States,True,1,1,1,2,['Hells Angels Motorcycle Club'],['Outlaws Motorcycle Club']
Alfieri clan,Clan Matrone,Italy,Italy,True,1,2,1,1,['Nuova Famiglia'],['Nuova Camorra Organizzata']
Camorra clan Zaza,Vollaro clan,,Italy,,2,2,1,1,"[""'Ndrina Giuliano"", 'Nuova Famiglia']",['Nuova Camorra Organizzata']
Los Choneros,Los Negros,Ecuador,Mexico,False,1,2,1,1,['Sinaloa Cartel'],['Cártel de Jalisco Nueva Generación']
Los Negros,Playboys (gang),Mexico,United States,False,2,2,1,1,"['Mara Salvatrucha', 'Mexican Mafia']",['18th Street Gang']
Clan Mazzarella,Sacra Corona Unita,Italy,Italy,True,2,2,1,1,"[""'Ndrangheta"", 'Clan Di Lauro']",['Nuova Camorra Organizzata']
Ahrar al-Sham,Boko Haram,Syria,Nigeria,False,1,2,1,1,['Islamic State'],['Islamic State']
Milenio Cartel,Yakuza,Mexico,Japan,False,1,2,1,1,['Sinaloa Cartel'],['Cárteles Unidos']
Cotroni crime family,Rochester crime family,Canada,United States,False,1,2,1,1,['Bonanno crime family'],['Buffalo crime family']
'Ndrina Fontana,'Ndrina Lo Giudice,,Italy,,2,2,1,1,"[""'Ndrina Condello"", ""'Ndrina Imerti""]","[""'Ndrina Barreca""]"
Ejército Revolucionario Popular Antisubversivo de Colombia,Revolutionary Armed Forces of Colombia,Colombia,Colombia,True,2,2,1,1,"['Los Rastrojos', 'Popular Liberation Army']",['National Liberation Army (Colombia)']
'Ndrina Accorinti,'Ndrina Fiarè,Italy,Italy,True,1,2,1,1,"[""'Ndrina Mancuso""]","[""'Ndrina Soriano""]"
